id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
"#meta +id","#meta +code","#loc +airport +type","#loc +airport +name","#geo +lat","#geo +lon","#geo +elevation +ft","#region +continent +code","#country +name","#country +code +iso2","#adm1 +name","#adm1 +code +iso","#adm1 +code +local","#loc +municipality +name","#status +scheduled","#loc +airport +code +gps","#loc +airport +code +iata","#loc +airport +code +local","#meta +url +airport","#meta +url +wikipedia","#meta +keywords","#meta +score","#date +updated"
4528,LTBA,large_airport,"İstanbul Atatürk Airport",40.971913,28.823714,163,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Bakırköy, Istanbul",1,LTBA,ISL,,http://www.ataturkairport.com/eng/,https://en.wikipedia.org/wiki/Istanbul_Atat%C3%BCrk_Airport,"Ataturk, Yeşilköy, Yesilkoy",1015875,2022-02-24T10:29:57+00:00
4515,LTAI,large_airport,"Antalya International Airport",36.898701,30.800501,177,AS,Turkey,TR,"Antalya Province",TR-07,07,Antalya,1,LTAI,AYT,,http://www.antalya.dhmi.gov.tr/havaalanlari/default.aspx?hv=4,https://en.wikipedia.org/wiki/Antalya_Airport,,51150,2016-05-20T02:42:02+00:00
4569,LTFJ,large_airport,"Istanbul Sabiha Gökçen International Airport",40.898602,29.3092,312,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Pendik, Istanbul",1,LTFJ,SAW,,http://www.sgairport.com/,https://en.wikipedia.org/wiki/Istanbul_Sabiha_G%C3%B6k%C3%A7en_International_Airport,"Sabiha Gökçen Havalimanı",1275,2021-01-10T01:47:24+00:00
317457,LTFM,large_airport,"İstanbul Airport",41.261297,28.741951,325,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Arnavutköy, Istanbul",1,LTFM,IST,,http://www.igairport.com/en,https://en.wikipedia.org/wiki/Istanbul_Airport,,1000,2022-02-24T10:22:37+00:00
4533,LTBJ,large_airport,"Adnan Menderes International Airport",38.2924,27.157,412,AS,Turkey,TR,"İzmir Province",TR-35,35,İzmir,1,LTBJ,ADB,,http://www.adnanmenderesairport.com,https://en.wikipedia.org/wiki/Adnan_Menderes_Airport,,1275,2021-10-07T10:42:10+00:00
4509,LTAC,large_airport,"Esenboğa International Airport",40.128101348899996,32.995098114,3125,AS,Turkey,TR,"Ankara Province",TR-06,06,Ankara,1,LTAC,ESB,,,https://en.wikipedia.org/wiki/Esenbo%C4%9Fa_International_Airport,,1675,2010-08-29T21:15:57+00:00
4542,LTBS,large_airport,"Dalaman International Airport",36.7131004333,28.7924995422,20,AS,Turkey,TR,"Muğla Province",TR-48,48,Dalaman,1,LTBS,DLM,,,https://en.wikipedia.org/wiki/Dalaman_Airport,,1000,2010-12-14T17:42:24+00:00
4567,LTFE,large_airport,"Milas Bodrum International Airport",37.25059890749999,27.6643009186,21,AS,Turkey,TR,"Muğla Province",TR-48,48,Bodrum,1,LTFE,BJV,,,https://en.wikipedia.org/wiki/Milas-Bodrum_Airport,,1275,2010-12-14T17:33:32+00:00
4512,LTAF,medium_airport,"Adana Şakirpaşa Airport",36.982201,35.280399,65,AS,Turkey,TR,"Adana Province",TR-01,01,Seyhan,1,LTAF,ADA,,,https://en.wikipedia.org/wiki/Adana_%C5%9Eakirpa%C5%9Fa_Airport,"Şakirpaşa, Sakirpasa",750,2021-11-20T16:12:09+00:00
4523,LTAU,medium_airport,"Kayseri Erkilet Airport",38.770401001,35.4953994751,3463,AS,Turkey,TR,"Kayseri Province",TR-38,38,Kayseri,1,LTAU,ASR,,,https://en.wikipedia.org/wiki/Erkilet_Airport,,750,2010-12-14T17:31:24+00:00
4553,LTCG,medium_airport,"Trabzon International Airport",40.995098,39.7897,104,AS,Turkey,TR,"Trabzon Province",TR-61,61,Trabzon,1,LTCG,TZX,,,https://en.wikipedia.org/wiki/Trabzon_Airport,,750,2021-12-21T21:10:41+00:00
4549,LTCC,medium_airport,"Diyarbakır Airport",37.893902,40.201,2251,AS,Turkey,TR,"Diyarbakır Province",TR-21,21,Diyarbakır,1,LTCC,DIY,,,https://en.wikipedia.org/wiki/Diyarbak%C4%B1r_Airport,,750,2021-11-06T07:04:48+00:00
4551,LTCE,medium_airport,"Erzurum International Airport",39.956501,41.1702,5763,AS,Turkey,TR,"Erzurum Province",TR-25,25,Erzurum,1,LTCE,ERZ,,,https://en.wikipedia.org/wiki/Erzurum_Airport,,750,2021-11-20T16:13:19+00:00
4513,LTAG,medium_airport,"İncirlik Air Base",37.002102,35.4259,238,AS,Turkey,TR,"Adana Province",TR-01,01,Sarıçam,0,LTAG,UAB,,,https://en.wikipedia.org/wiki/Incirlik_Air_Base,,600,2021-01-10T09:31:31+00:00
44487,LTFG,medium_airport,"Gazipaşa-Alanya Airport",36.299217,32.300598,92,AS,Turkey,TR,"Antalya Province",TR-07,07,Gazipaşa,1,LTFG,GZP,,http://www.gzpairport.com/,https://en.wikipedia.org/wiki/Gazipa%C5%9Fa_Airport,,500,2021-11-01T07:50:04+00:00
4518,LTAN,medium_airport,"Konya Airport",37.979,32.561901,3392,AS,Turkey,TR,"Konya Province",TR-42,42,Konya,1,LTAN,KYA,,http://www.konya.dhmi.gov.tr/havaalanlari/default.aspx?hv=28,https://en.wikipedia.org/wiki/Konya_Airport,,750,2016-06-01T13:55:34+00:00
4527,LTAZ,small_airport,"Nevşehir Kapadokya Airport",38.7719,34.5345,3100,AS,Turkey,TR,"Nevşehir Province",TR-50,50,Nevşehir,1,LTAZ,NAV,,,https://en.wikipedia.org/wiki/Nev%C5%9Fehir_Kapadokya_Airport,,150,2022-09-20T14:14:44+00:00
4516,LTAJ,medium_airport,"Gaziantep International Airport",36.947201,37.478699,2315,AS,Turkey,TR,"Gaziantep Province",TR-27,27,Gaziantep,1,LTAJ,GZT,,,https://en.wikipedia.org/wiki/O%C4%9Fuzeli_Airport,,750,2021-11-20T16:12:32+00:00
4568,LTFH,medium_airport,"Samsun-Çarşamba Airport",41.254501,36.567101,18,AS,Turkey,TR,"Samsun Province",TR-55,55,Samsun,1,LTFH,SZF,,http://www.carsamba.dhmi.gov.tr/havaalanlari/default.aspx?hv=32,https://en.wikipedia.org/wiki/%C3%87ar%C5%9Famba_Airport,,750,2021-10-14T20:42:07+00:00
4555,LTCI,medium_airport,"Van Ferit Melen Airport",38.46820068359375,43.332298278808594,5480,AS,Turkey,TR,"Van Province",TR-65,65,Van,1,LTCI,VAN,,,https://en.wikipedia.org/wiki/Ferit_Melen_Airport,,750,2008-06-13T14:30:04+00:00
4521,LTAR,small_airport,"Sivas Nuri Demirağ Airport",39.813801,36.9035,5239,AS,Turkey,TR,"Sivas Province",TR-58,58,Sivas,1,LTAR,VAS,,http://www.sivas.dhmi.gov.tr/havaalanlari/default.aspx?hv=35,https://en.wikipedia.org/wiki/Sivas_Airport,,150,2016-06-01T14:06:26+00:00
4526,LTAY,medium_airport,"Çardak Airport",37.7855987549,29.7012996674,2795,AS,Turkey,TR,"Denizli Province",TR-20,20,Denizli,1,LTAY,DNZ,,,https://en.wikipedia.org/wiki/%C3%87ardak_Airport,,750,2010-12-14T17:26:08+00:00
4566,LTFD,medium_airport,"Balıkesir Koca Seyit Airport",39.5546,27.0138,50,AS,Turkey,TR,"Balıkesir Province",TR-10,10,Edremit,1,LTFD,EDO,,,https://en.wikipedia.org/wiki/Bal%C4%B1kesir_Koca_Seyit_Airport,,750,2021-11-17T08:03:45+00:00
4532,LTBI,medium_airport,"Eskişehir Air Base",39.7840995789,30.582099914599997,2581,AS,Turkey,TR,"Eskişehir Province",TR-26,26,,0,LTBI,ESK,,,https://en.wikipedia.org/wiki/Eski%C5%9Fehir_Airport,,250,2010-02-10T05:07:07+00:00
4550,LTCD,medium_airport,"Erzincan Airport",39.7102012634,39.527000427199994,3783,AS,Turkey,TR,"Erzincan Province",TR-24,24,Erzincan,1,LTCD,ERC,,,https://en.wikipedia.org/wiki/Erzincan_Airport,,750,2010-09-05T08:26:09+00:00
4565,LTFC,medium_airport,"Süleyman Demirel International Airport",37.8554,30.368401,2835,AS,Turkey,TR,"Isparta Province",TR-32,32,Isparta,1,LTFC,ISE,,http://www.dhmi.gov.tr/dosyalar/limanvemeydanlar/sdemirel/sdemirel.asp,https://en.wikipedia.org/wiki/S%C3%BCleyman_Demirel_Airport,,750,2021-11-20T16:13:55+00:00
4556,LTCJ,medium_airport,"Batman Airport",37.929000854499996,41.1166000366,1822,AS,Turkey,TR,"Batman Province",TR-72,72,Batman,1,LTCJ,BAL,,,https://en.wikipedia.org/wiki/Batman_Airport,,750,2010-09-05T08:20:15+00:00
4548,LTCA,medium_airport,"Elazığ Airport",38.597974,39.28348,2927,AS,Turkey,TR,"Elazığ Province",TR-23,23,Elazığ,1,LTCA,EZS,,,https://en.wikipedia.org/wiki/Elaz%C4%B1%C4%9F_Airport,,750,2021-11-06T06:59:29+00:00
4552,LTCF,medium_airport,"Kars Airport",40.562198638916016,43.1150016784668,5889,AS,Turkey,TR,"Kars Province",TR-36,36,Kars,1,LTCF,KSY,,,https://en.wikipedia.org/wiki/Kars_Airport,,750,2008-10-01T08:27:01+00:00
4522,LTAT,medium_airport,"Malatya Erhaç Airport",38.435298919699996,38.0909996033,2828,AS,Turkey,TR,"Malatya Province",TR-44,44,Malatya,1,LTAT,MLX,,,https://en.wikipedia.org/wiki/Erha%C3%A7_Airport,,750,2010-12-14T17:32:32+00:00
4554,LTCH,closed,"Şanlıurfa Airport",37.094299,38.847099,1483,AS,Turkey,TR,"Şanlıurfa Province",TR-63,63,Şanlıurfa,1,,,,,https://en.wikipedia.org/wiki/%C5%9Eanl%C4%B1urfa_Airport,"LTCH, LTCH, SFQ",750,2022-10-21T12:51:15+00:00
4541,LTBR,medium_airport,"Bursa Yenişehir Airport",40.2551994324,29.5625991821,764,AS,Turkey,TR,"Bursa Province",TR-16,16,Bursa,1,LTBR,YEI,,,https://en.wikipedia.org/wiki/Yeni%C5%9Fehir_Airport,,500,2010-12-14T17:24:56+00:00
4531,LTBH,medium_airport,"Çanakkale Airport",40.1376991272,26.4267997742,23,AS,Turkey,TR,"Çanakkale Province",TR-17,17,Çanakkale,1,LTBH,CKZ,,,https://en.wikipedia.org/wiki/%C3%87anakkale_Airport,,500,2011-05-17T15:48:00+00:00
4547,LTBY,medium_airport,"Anadolu Airport",39.809898,30.5194,2588,AS,Turkey,TR,"Eskişehir Province",TR-26,26,Eskişehir,1,LTBY,AOE,,,https://en.wikipedia.org/wiki/Anadolu_Airport,,500,2016-02-17T19:57:32+00:00
30418,LTCM,medium_airport,"Sinop Airport",42.018313,35.071774,20,AS,Turkey,TR,"Sinop Province",TR-57,57,Sinop,1,LTCM,NOP,,,https://en.wikipedia.org/wiki/Sinop_Airport,SIC,500,2021-10-14T20:43:37+00:00
44490,LTBZ,small_airport,"Zafer Airport",39.113079,30.128111,3327,AS,Turkey,TR,"Kütahya Province",TR-43,43,Altıntaş,1,LTBZ,KZR,,,https://en.wikipedia.org/wiki/Zafer_Airport,,100,2018-08-03T07:52:18+00:00
44484,LTDA,medium_airport,"Hatay Airport",36.362778,36.282223,269,AS,Turkey,TR,"Hatay Province",TR-31,31,Antakya,1,LTDA,HTY,,,https://en.wikipedia.org/wiki/Hatay_Airport,"hatay,antakya,samandag",500,2021-01-10T14:06:09+00:00
4544,LTBU,medium_airport,"Tekirdağ Çorlu Airport",41.13819885253906,27.919099807739258,574,EU,Turkey,TR,"Tekirdağ Province",TR-59,59,Çorlu,1,LTBU,TEQ,,,https://en.wikipedia.org/wiki/Tekirda%C4%9F_%C3%87orlu_Airport,,500,2009-08-06T10:46:32+00:00
44790,LTCT,medium_airport,"Iğdır Airport",39.976627,43.876648,3101,AS,Turkey,TR,"Iğdır Province",TR-76,76,Iğdır,1,LTCT,IGD,,http://igdır.dhmi.gov.tr/,https://en.wikipedia.org/wiki/Iğdır_Airport,,500,2021-12-30T08:49:32+00:00
4557,LTCK,medium_airport,"Muş Airport",38.747798919677734,41.66120147705078,4157,AS,Turkey,TR,"Muş Province",TR-49,49,Muş,1,LTCK,MSR,,,https://en.wikipedia.org/wiki/Mu%C5%9F_Airport,,500,2009-06-27T06:59:03+00:00
44491,LTCS,medium_airport,"Şanlıurfa GAP Airport",37.445663,38.895592,2708,AS,Turkey,TR,"Şanlıurfa Province",TR-63,63,Şanlıurfa,1,LTCS,GNY,,http://gap.dhmi.gov.tr/havaalanlari/home.aspx?hv=36,https://en.wikipedia.org/wiki/Şanlıurfa_GAP_Airport,,500,2018-09-16T03:37:06+00:00
4540,LTBQ,medium_airport,"Cengiz Topel Airport",40.735001,30.0833,182,AS,Turkey,TR,"Kocaeli Province",TR-41,41,Kartepe,0,LTBQ,KCO,,,,,250,2021-01-10T02:19:04+00:00
4534,LTBK,small_airport,"Gaziemir Air Base",38.319099,27.159401,433,AS,Turkey,TR,"İzmir Province",TR-35,35,Gaziemir,0,LTBK,,,,,,50,2021-01-27T14:43:51+00:00
46279,TR-0040,small_airport,"Manavgat Airport",36.735745875599996,31.508649587599997,7,AS,Turkey,TR,"Antalya Province",TR-07,07,Manavgat,0,,,,,,,50,2010-03-09T09:15:26+00:00
340313,TR-0079,small_airport,"Kumköy Blue Sky Airport",36.80834,31.369507,,AS,Turkey,TR,"Antalya Province",TR-07,07,Manavgat,0,,,,,,,50,2021-07-01T12:34:22+00:00
4560,LTCO,medium_airport,"Ağrı Airport",39.655642,43.025742,5462,AS,Turkey,TR,"Ağrı Province",TR-04,04,Ağrı,1,LTCO,AJI,,,https://en.wikipedia.org/wiki/A%C4%9Fr%C4%B1_Airport,,750,2021-03-08T13:49:21+00:00
4529,LTBF,medium_airport,"Balıkesir Merkez Airport",39.619300842285156,27.926000595092773,340,AS,Turkey,TR,"Balıkesir Province",TR-10,10,,1,LTBF,BZI,,,https://en.wikipedia.org/wiki/Bal%C4%B1kesir_Airport,,500,2009-06-26T17:19:17+00:00
4562,LTCR,medium_airport,"Mardin Airport",37.223300933800004,40.6316986084,1729,AS,Turkey,TR,"Mardin Province",TR-47,47,Mardin,1,LTCR,MQM,,,https://en.wikipedia.org/wiki/Mardin_Airport,,500,2010-12-14T17:33:04+00:00
44789,LTCB,medium_airport,"Ordu–Giresun Airport",40.966872,38.085995,11,AS,Turkey,TR,"Ordu Province",TR-52,52,Ordu,1,LTCB,OGU,OGU,http://www.dhmi.gov.tr/havaalanlari.aspx?hv=54,https://en.wikipedia.org/wiki/Ordu%E2%80%93Giresun_Airport,,500,2021-12-30T08:50:55+00:00
316329,LFTO,medium_airport,"Rize–Artvin Airport",41.179625,40.850796,16,AS,Turkey,TR,"Rize Province",TR-53,53,Rize,1,LTFO,RZV,,,https://en.wikipedia.org/wiki/Rize–Artvin_Airport,,500,2022-10-22T13:44:35+00:00
316546,LTCV,medium_airport,"Şırnak Şerafettin Elçi Airport",37.3647,42.0582,2038,AS,Turkey,TR,"Şırnak Province",TR-73,73,Şırnak,1,LTCV,NKT,,,https://en.wikipedia.org/wiki/%C5%9E%C4%B1rnak_Airport,,500,2015-12-13T16:48:03+00:00
30585,LTAS,medium_airport,"Zonguldak Çaycuma Airport",41.506401,32.0886,44,AS,Turkey,TR,"Zonguldak Province",TR-67,67,Zonguldak,1,LTAS,ONQ,,,https://en.wikipedia.org/wiki/Zonguldak_Airport,,500,2022-08-04T14:30:09+00:00
4543,LTBT,medium_airport,"Akhisar Airport",38.80889892578125,27.833900451660156,263,AS,Turkey,TR,"Manisa Province",TR-45,45,,0,LTBT,,,,,,250,2008-06-13T14:30:04+00:00
44785,TR-0021,medium_airport,"Çukurhisar Airport",39.84389877319336,30.968000411987305,,AS,Turkey,TR,"Eskişehir Province",TR-26,26,Alpu,0,,,,,,,250,2009-08-21T17:07:57+00:00
4530,LTBG,medium_airport,"Bandırma Airport",40.318001,27.977699,170,AS,Turkey,TR,"Balıkesir Province",TR-10,10,Bandırma,0,LTBG,BDM,,,,,250,2021-01-27T14:49:28+00:00
44492,TR-0004,medium_airport,"Temelli Air Base",39.73885726928711,32.378639221191406,2457,AS,Turkey,TR,"Ankara Province",TR-06,06,Polatlı,0,,,,,,,250,2009-06-27T08:30:13+00:00
4524,LTAV,medium_airport,"Sivrihisar Airport",39.451499938964844,31.365299224853516,3185,AS,Turkey,TR,"Eskişehir Province",TR-26,26,Sivrihisar,0,LTAV,,,,,,250,2009-06-27T08:07:09+00:00
4546,LTBX,medium_airport,"İstanbul Samandıra Army Air Base",40.993,29.216499,400,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Ümraniye, Istanbul",0,LTBX,,,,https://en.wikipedia.org/wiki/Istanbul_Samand%C4%B1ra_Army_Air_Base,,250,2021-01-27T14:54:49+00:00
4508,LTAB,small_airport,"Güvercinlik Airport",39.9350013733,32.7407989502,2687,AS,Turkey,TR,"Ankara Province",TR-06,06,Ankara,0,LTAB,,,,https://en.wikipedia.org/wiki/Ankara_G%C3%BCvercinlik_Army_Air_Base,,150,2010-12-09T11:44:31+00:00
44695,TR-0009,small_airport,"Çardak Highway Strip",37.828125,29.637863159179688,,AS,Turkey,TR,"Denizli Province",TR-20,20,,0,,,,,,,50,2009-08-14T02:57:39+00:00
44744,TR-0011,small_airport,"Diyarbakır Northwest Airport",38.01278305053711,39.95493698120117,,AS,Turkey,TR,"Diyarbakır Province",TR-21,21,,0,,,,,,,50,2009-08-18T07:48:20+00:00
44486,TR-0002,small_airport,"Divriği Airport",39.3316650390625,38.091819763183594,3526,AS,Turkey,TR,"Sivas Province",TR-58,58,,0,,,,,,,50,2009-06-26T17:49:40+00:00
44488,LTXE,small_airport,"Karain Airport",37.09644317626953,30.647735595703125,1015,AS,Turkey,TR,"Antalya Province",TR-07,07,Antalya,0,LTXE,,,,,,50,2009-06-27T06:23:09+00:00
353977,TR-0159,small_airport,"Manavgat Model Ucak Pisti",36.748762,31.479854,,AS,Turkey,TR,"Antalya Province",TR-07,07,Antalya,0,,,,,,,50,2022-04-12T05:04:13+00:00
29675,LTBD,small_airport,"Çıldır Airport",37.8149986267,27.895299911499997,102,AS,Turkey,TR,"Aydin Province",TR-09,09,Aydın,0,LTBD,CII,,,https://en.wikipedia.org/wiki/Ayd%C4%B1n_Airport,,50,2012-12-15T21:31:51+00:00
44797,TR-0033,small_airport,"Sarımsaklı Airfield",39.273658752441406,26.686948776245117,,AS,Turkey,TR,"Balıkesir Province",TR-10,10,Ayvalık,0,,,,,,,50,2009-08-21T10:00:22+00:00
44932,TR-0015,small_airport,"Boranköy Air Base",38.4689457144,38.3651590347,,AS,Turkey,TR,"Malatya Province",TR-44,44,Battalgazi,0,,,,,,,50,2009-09-03T03:02:29+00:00
44793,TR-0029,small_airport,"Niğde Airport",37.845069885253906,34.47179412841797,,AS,Turkey,TR,"Niğde Province",TR-51,51,Bor,0,,,,,,,50,2009-08-21T09:51:38+00:00
44694,TR-0008,small_airport,"Bozcaada Airport",39.837845,25.995106,,AS,Turkey,TR,"Çanakkale Province",TR-17,17,Bozcaada,0,,,,,,,50,2022-04-19T19:03:39+00:00
44776,TR-0012,small_airport,"Alaçatı Airport",38.24319839477539,26.424999237060547,,AS,Turkey,TR,"İzmir Province",TR-35,35,Çeşme,0,,,,,,,50,2009-08-21T08:32:06+00:00
44788,TR-0024,small_airport,"Gemlik Airfield",40.39849853515625,29.089500427246094,,AS,Turkey,TR,"Bursa Province",TR-16,16,Gemlik,0,,,,,,,50,2009-08-21T17:06:45+00:00
6408,LT86,small_airport,"Gökçeada Airport",40.204498,25.883302,73,AS,Turkey,TR,"Çanakkale Province",TR-17,17,Gökçeada,0,LTFK,GKD,,,https://en.wikipedia.org/wiki/G%C3%B6k%C3%A7eada_Airport,"Imbros, İmroz",50,2022-12-15T05:51:53+00:00
44798,TR-0034,small_airport,"THK İnönü Airfield",39.82091522216797,30.11874008178711,,AS,Turkey,TR,"Eskişehir Province",TR-26,26,İnönü,0,,,,,,,50,2009-08-21T10:02:40+00:00
4517,LTAK,closed,"İskenderun Airport",36.5744552612,36.1534194946,25,AS,Turkey,TR,"Hatay Province",TR-31,31,İskenderun,0,,,,,,"Antakya, Antioch, LTAK, ISK",50,2015-10-12T18:58:30+00:00
340314,TR-0080,small_airport,"Engiz Airport",41.5129,36.1203,,AS,Turkey,TR,"Samsun Province",TR-55,55,İstiklal,0,,,,,,,50,2021-01-27T14:59:30+00:00
44796,TR-0032,small_airport,"Salyazı Airport",40.222900390625,39.79309844970703,,AS,Turkey,TR,"Gümüşhane Province",TR-29,29,Köse,0,,,,,,,50,2009-08-21T17:01:42+00:00
44933,TR-0037,small_airport,"Muş West Airport",38.7861877312,41.4696979523,,AS,Turkey,TR,"Muş Province",TR-49,49,Muş,0,,,,,,,50,2009-09-03T03:07:20+00:00
44795,TR-0031,small_airport,"Polatlı Airport",39.569801330566406,32.15079879760742,,AS,Turkey,TR,"Ankara Province",TR-06,06,Polatlı,0,,,,,,,50,2009-08-21T17:02:07+00:00
4564,LTFB,small_airport,"Selçuk Efes Airport",37.95069885253906,27.32900047302246,10,AS,Turkey,TR,"İzmir Province",TR-35,35,Selçuk,0,LTFB,,,,,,50,2009-06-27T08:00:16+00:00
355574,TR-0213,small_airport,"Kadriye Airstrip",36.895324,30.963507,,AS,Turkey,TR,"Antalya Province",TR-07,07,Serik,0,,,,https://www.instagram.com/bluewaybelek/,,,50,2022-07-11T06:15:48+00:00
44799,TR-0035,small_airport,"Tatvan Airport",38.54180145263672,42.332401275634766,,AS,Turkey,TR,"Bitlis Province",TR-13,13,Tatvan,0,,,,,,,50,2009-08-21T16:57:50+00:00
341971,TR-0089,heliport,"Cikcilli Heliport",36.556,32.0334,614,AS,Turkey,TR,"Antalya Province",TR-07,07,Alanya,0,,,,,,,0,2021-03-09T23:25:06+00:00
346113,TR-0090,heliport,"Keşefli Helikopter Pisti",36.399866,32.179243,,AS,Turkey,TR,"Antalya Province",TR-07,07,Alanya,0,,,,,,,0,2021-07-01T12:23:49+00:00
353969,TR-0026,heliport,"Delphin Heliport",36.865983,30.875364,7,AS,Turkey,TR,"Antalya Province",TR-07,07,Antalya,0,,,,,,"delphin, helipad, antalya",0,2022-04-12T07:34:13+00:00
353970,LTHE,heliport,"Süleyman Satır Heliport",36.834114,30.603468,9,AS,Turkey,TR,"Antalya Province",TR-07,07,Antalya,0,LTHE,,,,,"sahil guvenlik, helipad, heliport, coast guard",0,2022-04-11T14:20:12+00:00
353971,TR-0156,heliport,"Akdeniz Uni. Hospital Helipad",36.89544,30.660369,13,AS,Turkey,TR,"Antalya Province",TR-07,07,Antalya,0,,,,,,,0,2022-04-11T14:28:12+00:00
353978,TR-0160,heliport,"Antalya Mermer Heliport",37.08528,30.60972,1083,AS,Turkey,TR,"Antalya Province",TR-07,07,Antalya,0,,,,,,,0,2022-07-11T06:18:18+00:00
339014,TR-0075,heliport,"Arsuz Heliport",36.41201,35.88043,,AS,Turkey,TR,"Hatay Province",TR-31,31,Arsuz,0,,,,,,,0,2021-01-10T13:58:58+00:00
355257,TR-0201,heliport,"Turgut Özal Medical Center Helipad",38.33887,38.42868,3047,AS,Turkey,TR,"Malatya Province",TR-44,44,Battalgazi,0,,,,,,,0,2022-06-28T02:32:20+00:00
