id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
338980,TR-0046,heliport,"Acıbadem International Hospital Helipad",40.95844,28.83587,,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Bakırköy, Istanbul",0,,,,,,,0,2022-02-24T10:30:19+00:00
349436,TR-0126,heliport,"Prof. Dr. Murat Dilmener Emergency Hospital Heliport",40.96841,28.80768,98,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Bakırköy, İstanbul",0,,,,,,,0,2022-02-24T10:30:10+00:00
350918,TR-0153,heliport,"Bartin Naval Base Heliport",41.68146,32.2381,10,AS,Turkey,TR,"Bartin Province",TR-74,74,Bartin,0,,,,,,,0,2021-12-22T00:36:13+00:00
338984,TR-0050,heliport,"Çırağan Palace Helipad",41.04284,29.01407,,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Beşiktaş, Istanbul",0,,,,,,,0,2022-02-24T10:31:45+00:00
338985,TR-0051,heliport,"Boğaziçi University Helipad",41.08468,29.04824,,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Beşiktaş, Istanbul",0,,,,,,,0,2022-02-24T10:32:53+00:00
350909,TR-0146,heliport,"Liv Hospital Heliport",41.06037,29.0284,330,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Beşiktaş, Istanbul",0,,,,,,,0,2022-02-24T10:32:03+00:00
350911,TR-0147,heliport,"TRT Heliport",41.05694,29.03181,361,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Beşiktaş, Istanbul",0,,,,,,,0,2022-02-24T10:31:55+00:00
338991,TR-0057,heliport,"Pasamandira Heliport",41.186167,29.120253,20,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Beykoz, Istanbul",0,,,,,,,0,2021-12-21T21:34:04+00:00
350907,TR-0144,heliport,"Sakli Heliport",41.13264,29.30144,39,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Beykoz, Istanbul",0,,,,,,,0,2021-12-21T21:13:03+00:00
350908,TR-0145,heliport,"Poyrazköy Heliport",41.20829,29.14207,262,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Beykoz, Istanbul",0,,,,,,,0,2021-12-21T21:15:55+00:00
350912,TR-0148,heliport,"Beykoz Rescue and Underwater Command Heliport",41.13878,29.07915,3,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Beykoz, Istanbul",0,,,,,,,0,2021-12-21T21:32:01+00:00
351646,TR-0025,heliport,"Bingöl 49th Motor Rifle Brigade Command Heliport",38.87961,40.51455,3615,AS,Turkey,TR,"Bingöl Province",TR-12,12,Bingöl,0,,,,,,,0,2022-01-19T23:32:25+00:00
349412,TR-0124,heliport,"Bohsin Borderpost Helipad",36.221112,36.38913,,AS,Turkey,TR,"Hatay Province",TR-31,31,Bohsin,0,,,,,,,0,2021-11-01T21:02:27+00:00
347203,TR-0113,heliport,"Bulamaçlı Border Post Helipad",36.796234,36.810451,,AS,Turkey,TR,"Kilis Province",TR-79,79,Bulamaçlı,0,,,,,,,0,2021-08-23T05:31:50+00:00
347205,TR-0115,heliport,"Çalkaya Border Post Helipad",36.793147,36.834655,,AS,Turkey,TR,"Kilis Province",TR-79,79,Çalkaya,0,,,,,,,0,2021-08-23T05:56:49+00:00
44784,TR-0020,closed,"Çanakkale Çan Airfield",39.98899841308594,27.036800384521484,,AS,Turkey,TR,"Çanakkale Province",TR-17,17,Çan,0,,,,,,,0,2009-08-21T17:08:42+00:00
347201,TR-0111,heliport,"Federal Border Guard No. 1 Helipad",36.825974,36.662691,,AS,Turkey,TR,"Hatay Province",TR-31,31,Çınarbaşı,0,,,,,,,0,2021-08-23T05:19:35+00:00
347210,TR-0120,closed,"Cobanbeyli Border Crossing Helipad",36.637415,37.474492,,AS,Turkey,TR,"Kilis Province",TR-79,79,Cobanbeyli,0,,,,,,,0,2021-08-23T07:00:49+00:00
355218,TR-0173,heliport,"Turkey Air Traffic Control Center Helipad",40.138042,32.99355,947,AS,Turkey,TR,"Ankara Province",TR-06,06,Çubuk,0,,,,,,,0,2022-06-27T16:53:23+00:00
347202,TR-0112,heliport,"Deliosman Border Post Helipad",36.825341,36.735336,,AS,Turkey,TR,"Kilis Province",TR-79,79,Deliosman,0,,,,,,,0,2021-08-23T05:24:39+00:00
338993,TR-0059,heliport,"Derince Provincial Hospital Helipad",40.76099,29.81412,,AS,Turkey,TR,"Kocaeli Province",TR-41,41,Derince,0,,,,,,,0,2021-01-10T02:24:12+00:00
44777,LTAM,closed,"Kayseri Airport",38.40629959106445,35.32780075073242,,AS,Turkey,TR,"Kayseri Province",TR-38,38,Develi,0,,,,,,"LTAM, LTAM",0,2009-08-21T17:10:17+00:00
355200,LTHB,heliport,"Vali Ünal Erkan Polis Heliportu",37.9381,40.2953,2300,AS,Turkey,TR,"Diyarbakır Province",TR-21,21,Diyarbakır,0,LTHB,,,,,,0,2022-06-27T13:06:35+00:00
355281,TR-0203,heliport,"Düzce Atatürk State Hospital Helliport",40.843369,31.136438,,AS,Turkey,TR,"Sakarya Province",TR-54,54,Düzce,0,,,,,,,0,2022-06-28T11:10:52+00:00
44783,TR-0019,closed,"Edirne Airport",41.720113,26.74171,,EU,Turkey,TR,"Edirne Province",TR-22,22,Edirne,0,,,,,,,0,2022-02-24T10:29:10+00:00
347211,TR-0121,heliport,"Dogan Border Post Helipad",36.669873,37.482378,,AS,Turkey,TR,"Kilis Province",TR-79,79,Elbeyli,0,,,,,,,0,2021-08-23T07:24:08+00:00
350915,TR-0151,heliport,"Black Sea Regional Command Heliport",41.28909,31.40395,10,AS,Turkey,TR,"Zonguldak Province",TR-67,67,Ereğli,0,,,,,,,0,2021-12-21T21:55:21+00:00
44786,TR-0022,closed,"Eskişehir Kalkanlı Air Base",39.63469696044922,30.740367889404297,,AS,Turkey,TR,"Eskişehir Province",TR-26,26,Eskişehir,0,,,,,,,0,2009-08-21T09:18:23+00:00
349438,TR-0128,heliport,"İSPARK Hasdal Heliport",41.09257,28.9228,,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Eyüpsultan, Istanbul",0,,,,,,,0,2022-02-24T10:31:36+00:00
338982,TR-0048,heliport,"Istanbul Training and Research Hospital Helipad",41.003,28.93821,,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Fatih, Istanbul",0,,,,,,,0,2022-02-24T10:31:06+00:00
338983,TR-0049,heliport,"Samatya Sahil Helipad",41.00203,28.94543,,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Fatih, Istanbul",0,,,,,,,0,2022-02-24T10:31:22+00:00
355226,TR-0181,heliport,"Fethiye Forest Management Directorate Heliport",36.665346,29.162051,66,AS,Turkey,TR,"Muğla Province",TR-48,48,Fethiye/Çamköy,0,,,,,,,0,2022-06-27T17:32:49+00:00
338996,TR-0062,heliport,"Anadolu Health Center Helipad",40.81826,29.35425,,AS,Turkey,TR,"Kocaeli Province",TR-41,41,Gebze,0,,,,,,,0,2021-01-10T02:34:51+00:00
505657,TR-0208,heliport,"Aras Köprüsü Border Post Helipad",39.652929,44.794586,,AS,Turkey,TR,"Iğdır Province",TR-76,76,Gödekli,0,,,,,,,0,2022-12-21T02:31:52+00:00
505664,TR-0216,heliport,"Igdir-Dilucu HighWay Border Post Helipad",39.66308,44.793169,,AS,Turkey,TR,"Iğdır Province",TR-76,76,Gödekli,0,,,,,,,0,2022-12-21T13:59:35+00:00
505676,TR-0217,heliport,"Gödekli South Border Post Helipad",39.744088,44.656306,,AS,Turkey,TR,"Iğdır Province",TR-76,76,Gödekli,0,,,,,,,0,2022-12-21T14:10:14+00:00
505677,TR-0218,heliport,"Gödekli South East Border Post Helipad",39.736188,44.730343,,AS,Turkey,TR,"Iğdır Province",TR-76,76,Gödekli,0,,,,,,,0,2022-12-21T14:12:14+00:00
505686,TR-0219,heliport,"Gödekli Military Base 1 Helipad",39.789639,44.603132,,AS,Turkey,TR,"Iğdır Province",TR-76,76,Gödekli,0,,,,,,,0,2022-12-21T14:25:59+00:00
505687,TR-0220,heliport,"Gödekli Military Base 2 Helipad",39.790657,44.607757,,AS,Turkey,TR,"Iğdır Province",TR-76,76,Gödekli,0,,,,,,,0,2022-12-21T14:28:06+00:00
510077,TR-0223,heliport,"Güngören Border Post Heliport",39.644556,44.472939,,AS,Turkey,TR,"Ağrı Province",TR-04,04,Güngören,0,,,,,,,0,2023-07-08T18:21:59+00:00
349740,TR-0141,heliport,"Güveççi Garrisson",35.889869,36.166097,,AS,Turkey,TR,"Hatay Province",TR-31,31,Güveççi,0,,,,,,,0,2021-11-14T19:17:48+00:00
347190,TR-0100,heliport,"Federal Border Guard No. 19 Helipad",36.354363,36.60863,,AS,Turkey,TR,"Hatay Province",TR-31,31,Hatayhamamı,0,,,,,,,0,2021-08-23T04:24:42+00:00
347208,TR-0118,heliport,"Inanli Border Post Helipad",36.675765,37.134519,,AS,Turkey,TR,"Kilis Province",TR-79,79,Inanli,0,,,,,,,0,2021-08-23T06:27:13+00:00
347209,TR-0119,heliport,"Inanli Village Border Post Helipad",36.665583,37.166737,,AS,Turkey,TR,"Kilis Province",TR-79,79,Inanli,0,,,,,,,0,2021-08-23T06:33:44+00:00
347194,TR-0104,heliport,"Incirli Border Post Helipad",36.533118,36.555966,,AS,Turkey,TR,"Hatay Province",TR-31,31,Incirli,0,,,,,,,0,2021-08-23T04:46:21+00:00
347195,TR-0105,heliport,"Federal Border Guard No. 12 Helipad",36.577022,36.578932,,AS,Turkey,TR,"Hatay Province",TR-31,31,Incirli,0,,,,,,,0,2021-08-23T04:51:00+00:00
339015,TR-0076,heliport,"İskenderun Heliport",36.59179,36.16022,,AS,Turkey,TR,"Hatay Province",TR-31,31,İskenderun,0,,,,,,,0,2021-01-10T14:03:16+00:00
339016,TR-0077,heliport,"İskenderun Naval Heliport",36.59217,36.18057,,AS,Turkey,TR,"Hatay Province",TR-31,31,İskenderun,0,,,,,,,0,2021-01-10T14:10:06+00:00
355201,TR-0161,heliport,"Wyndham Grand İstanbul Levent Heliport",41.077076,29.012293,,AS,Turkey,TR,"İstanbul Province",TR-34,34,"İstanbul,Şişli",0,,,,,,,0,2022-06-27T13:17:46+00:00
44489,TR-0003,heliport,"Kocaeli Köseköy Heliport",40.762224,30.002355,49,AS,Turkey,TR,"Kocaeli Province",TR-41,41,İzmit,0,,,,,,"Kocaeli Köseköy Airfield",0,2021-01-10T02:21:36+00:00
339004,TR-0067,heliport,"Kadirli Provincial Hospital Helipad",37.34517,36.09868,,AS,Turkey,TR,"Osmaniye Province",TR-80,80,Kadirli,0,,,,,,,0,2021-01-10T09:18:37+00:00
355282,TR-0204,heliport,"Kahramankazan State Hospital Heliport",40.194759,32.678128,,AS,Turkey,TR,"Ankara Province",TR-06,06,Kahramankazan,0,,,,,,,0,2022-06-28T11:15:57+00:00
347196,TR-0106,heliport,"Federal Border Guard No. 11 Helipad",36.635561,36.569454,,AS,Turkey,TR,"Hatay Province",TR-31,31,Kalatepe,0,,,,,,,0,2021-08-23T04:56:03+00:00
350914,TR-0150,heliport,"Kefken Coast Guard Heliport",41.17676,30.22468,7,AS,Turkey,TR,"Kocaeli Province",TR-41,41,Kefken,0,,,,,,,0,2021-12-21T21:45:20+00:00
349733,TR-0137,heliport,"Kılıçtutan Garrison Helipad",35.962007,36.222106,,AS,Turkey,TR,"Hatay Province",TR-31,31,Kılıçtutan,0,,,,,,,0,2021-11-14T18:23:30+00:00
350917,TR-0152,heliport,"Çatalağzı Thermal Power Plant Heliport",41.51946,31.89865,20,AS,Turkey,TR,"Zonguldak Province",TR-67,67,Kilimli,0,,,,,,,0,2021-12-22T00:34:33+00:00
338999,TR-0065,closed,"Kırıkkale High Specialization Hospital Helipad",39.86236,33.483787,,AS,Turkey,TR,"Kirikkale Province",TR-71,71,Kırıkkale,0,,,,,,,0,2021-01-10T02:49:47+00:00
349732,TR-0136,heliport,"Şanlı Karakolu Border Post Helipad",35.950741,36.279735,,AS,Turkey,TR,"Hatay Province",TR-31,31,Kolcular,0,,,,,,,0,2021-11-14T18:14:24+00:00
347212,TR-0122,heliport,"Konak Border Post Helipad",36.912036,38.210454,,AS,Turkey,TR,"Şanlıurfa Province",TR-63,63,Konak,0,,,,,,,0,2021-08-23T07:48:21+00:00
339002,TR-0066,heliport,"Kayseri Provincial Health Directorate Helipad",38.698011,35.536004,,AS,Turkey,TR,"Kayseri Province",TR-38,38,Melikgazi,0,,,,,,,0,2021-01-10T09:15:52+00:00
346391,TR-0095,heliport,"Anamur Air Special Camp Command Heliport",36.066834,32.862336,,AS,Turkey,TR,"Icel Province",TR-33,33,Mersin,0,,,,,,,0,2021-11-04T00:05:59+00:00
430017,TR-0215,balloonport,"Nevşehir Heliport",38.66602,34.81896,3645,AS,Turkey,TR,"Nevşehir Province",TR-50,50,Nevşehir,0,,,,,,,0,2022-09-20T14:14:23+00:00
355221,TR-0176,heliport,"Sarp Heliport",39.752732,30.63845,787,AS,Turkey,TR,"Eskişehir Province",TR-26,26,Odunpazarı,0,,,,,,,0,2022-06-27T17:09:13+00:00
355222,TR-0177,heliport,"Cumhuriyet Parkı Helipad",39.753783,30.492112,805,AS,Turkey,TR,"Eskişehir Province",TR-26,26,Odunpazarı,0,,,,,,,0,2022-06-27T17:11:45+00:00
347206,TR-0116,heliport,"Öncüpınar Border Crossing Helipads",36.64263,37.087863,,AS,Turkey,TR,"Kilis Province",TR-79,79,Öncüpınar,0,,,,,,,0,2021-08-23T06:13:27+00:00
504979,TR-0042,heliport,"Osmancik Municipal Heliport",40.99646,34.77567,1430,AS,Turkey,TR,"Çorum Province",TR-19,19,Osmancik,0,,,,,,,0,2022-11-20T12:38:05+00:00
338998,TR-0064,heliport,"Emsey Hospital Helipad",40.92411,29.28894,,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Pendik, Istanbul",0,,,,,,,0,2021-01-10T02:37:54+00:00
44794,TR-0030,closed,"Pınarhisar Airport",41.634998,27.492399,,EU,Turkey,TR,"Kirklareli Province",TR-39,39,Pınarhisar,0,,,,,,,0,2022-02-24T10:29:40+00:00
350851,TR-0142,heliport,"Pınarhisar Gendarmerie Heliport",41.62548,27.50743,564,EU,Turkey,TR,"Kirklareli Province",TR-39,39,Pınarhisar,0,,,,,,,0,2022-02-24T10:28:58+00:00
347187,TR-0097,heliport,"Özeker Hd KRK, No. 10 Border Post Helipad",36.237698,36.546378,,AS,Turkey,TR,"Hatay Province",TR-31,31,Reyhanli,0,,,,,,,0,2021-08-23T03:54:49+00:00
347188,TR-0098,heliport,"Bükülmez Borderpost Helipad",36.326022,36.658212,,AS,Turkey,TR,"Hatay Province",TR-31,31,Reyhanli,0,,,,,,,0,2021-08-23T04:06:04+00:00
355286,TR-0207,heliport,"Yeni State Hospital Heliport",36.243603,36.560386,,AS,Turkey,TR,"Hatay Province",TR-31,31,Reyhanli,0,,,,,,,0,2022-06-28T11:41:41+00:00
338994,TR-0060,heliport,"Sakarya Heliport",40.75879,30.39025,,AS,Turkey,TR,"Sakarya Province",TR-54,54,Sakarya,0,,,,,,,0,2021-01-10T02:30:24+00:00
338995,TR-0061,heliport,"Sakarya University Heliport",40.74318,30.33131,,AS,Turkey,TR,"Sakarya Province",TR-54,54,Sakarya,0,,,,,,,0,2021-01-10T02:32:31+00:00
350919,TR-0154,heliport,"Ilkadim Samsun Provincial Health Directorate Heliport",41.27392,36.29902,531,AS,Turkey,TR,"Samsun Province",TR-55,55,Samsun,0,,,,,,,0,2021-12-22T00:40:25+00:00
350920,TR-0155,heliport,"Sahil Park Heliport",41.28482,36.34727,16,AS,Turkey,TR,"Samsun Province",TR-55,55,Samsun,0,,,,,,,0,2021-12-22T00:41:38+00:00
339009,TR-0072,heliport,"Balcali Hospital Helipad",37.05257,35.36235,,AS,Turkey,TR,"Adana Province",TR-01,01,Sarıçam,0,,,,,,,0,2021-01-10T09:35:40+00:00
338986,TR-0052,heliport,"Presidential Heliport",41.130006,29.059866,,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Sarıyer, Istanbul",0,,,,,,,0,2022-02-24T10:33:02+00:00
341718,TR-0085,heliport,"Serdivan Heliport",40.785258,30.366197,,AS,Turkey,TR,"Sakarya Province",TR-54,54,Serdivan,0,,,,,,,0,2021-03-05T17:06:59+00:00
355283,TR-0205,heliport,"Şereflikoçhisar State Hospital Heliport",38.955671,33.527948,,AS,Turkey,TR,"Ankara Province",TR-06,06,Şereflikoçhisar,0,,,,,,,0,2022-06-28T11:22:58+00:00
339005,TR-0068,heliport,"Acibadem Adana Hospital Helipad",36.99531,35.31486,,AS,Turkey,TR,"Adana Province",TR-01,01,Seyhan,0,,,,,,,0,2021-01-10T09:25:58+00:00
350913,TR-0149,heliport,"FMV Işık University Helipad",41.16733,29.56668,33,AS,Turkey,TR,"İstanbul Province",TR-34,34,Şile,0,,,,,,,0,2021-12-21T21:40:16+00:00
349439,TR-0129,heliport,"Silivri State Hospital Helipad",41.079146,28.251484,7,EU,Turkey,TR,"İstanbul Province",TR-34,34,Silivri,0,,,,,,,0,2022-02-24T10:28:47+00:00
355224,TR-0179,heliport,"Lokman Hekim University Helipad",39.956382,32.583486,800,AS,Turkey,TR,"Ankara Province",TR-06,06,Sincan,0,,,,,,,0,2022-06-27T17:22:40+00:00
341713,TR-0081,heliport,"Kanyon Eczacıbaşı Helipad",41.078313,29.011714,,EU,Turkey,TR,"İstanbul Province",TR-34,34,Şişli,0,,,,,,,0,2022-02-24T10:32:33+00:00
341714,TR-0082,heliport,"ÖzdilekPark River Plaza Helipad",41.077335,29.009588,,EU,Turkey,TR,"İstanbul Province",TR-34,34,Şişli,0,,,,,,,0,2022-02-24T10:32:21+00:00
341715,TR-0083,heliport,"ÖzdilekPark Wyndham Grand Istanbul Levent Helipad",41.077345,29.01233,,EU,Turkey,TR,"İstanbul Province",TR-34,34,Şişli,0,,,,,,,0,2022-02-24T10:32:12+00:00
355214,TR-0169,heliport,"Point Hotel Barbaros Helipad",41.064316,29.010589,120,AS,Turkey,TR,"İstanbul Province",TR-34,34,Şişli,0,,,,,,,0,2022-06-27T16:37:12+00:00
347192,TR-0102,heliport,"Federal Border Guard No. 15 Helipad",36.468229,36.547323,,AS,Turkey,TR,"Hatay Province",TR-31,31,Sucuköy,0,,,,,,,0,2021-08-23T04:39:45+00:00
347193,TR-0103,heliport,"Federal Border Guard No. 14 Helipad",36.496051,36.533348,,AS,Turkey,TR,"Hatay Province",TR-31,31,Sucuköy,0,,,,,,,0,2021-08-23T04:42:58+00:00
347197,TR-0107,heliport,"Federal Border Guard No. 10 Helipad",36.684507,36.60678,,AS,Turkey,TR,"Hatay Province",TR-31,31,Sugediği,0,,,,,,,0,2021-08-23T04:59:42+00:00
347198,TR-0108,heliport,"Federal Border Guard No. 8 Helipad",36.743157,36.604418,,AS,Turkey,TR,"Hatay Province",TR-31,31,Sugediği,0,,,,,,,0,2021-08-23T05:06:48+00:00
347199,TR-0109,heliport,"Sugediği Border Post Helipad",36.762655,36.609166,,AS,Turkey,TR,"Hatay Province",TR-31,31,Sugediği,0,,,,,,,0,2021-08-23T05:09:03+00:00
347200,TR-0110,heliport,"Federal Border Guard No. 4 Helipad",36.791192,36.640264,,AS,Turkey,TR,"Hatay Province",TR-31,31,Sugediği,0,,,,,,,0,2021-08-23T05:15:18+00:00
504978,TR-0007,heliport,"Sungurlu State Hospital Heliport",40.173701,34.400275,2589,AS,Turkey,TR,"Çorum Province",TR-19,19,Sungurlu,0,,,,,,,0,2022-11-20T12:34:42+00:00
324731,TR-0044,closed,"Çukurova Regional Airport (under construction)",36.890908,35.070522,15,AS,Turkey,TR,"Icel Province",TR-33,33,Tarsus,0,,,,,https://en.wikipedia.org/wiki/Çukurova_Regional_Airport,,0,2021-04-13T18:20:26+00:00
349411,TR-0123,heliport,"Tayfursökmen Borderpost Helipad",36.230191,36.398137,,AS,Turkey,TR,"Hatay Province",TR-31,31,Tayfursökmen,0,,,,,,,0,2021-11-01T20:51:28+00:00
349435,TR-0125,heliport,"Tekirdağ İsmail Fehmi Cumalıoğlu City Hospital Heliport",41.00903,27.52396,558,EU,Turkey,TR,"Tekirdağ Province",TR-59,59,Tekirdağ,0,,,,,,,0,2022-02-24T10:28:37+00:00
350906,TR-0143,heliport,"Hizirbey Heliport",41.00982,39.71286,36,AS,Turkey,TR,"Trabzon Province",TR-61,61,Trabzon,0,,,,,,,0,2021-12-21T21:11:06+00:00
338992,TR-0058,heliport,"Istanbul Park Heliport",40.95486,29.41437,,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Tuzla, Istanbul",0,,,,,,,0,2021-01-10T02:25:40+00:00
338997,TR-0063,heliport,"Sabancı University Helipad",40.89357,29.37775,,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Tuzla, Istanbul",0,,,,,,,0,2021-01-10T02:36:46+00:00
349737,TR-0138,heliport,"Üçırmak Garrison Helipad",35.954202,36.196835,,AS,Turkey,TR,"Hatay Province",TR-31,31,"Üçırmak Köyü",0,,,,,,,0,2021-11-14T18:28:27+00:00
349739,TR-0140,heliport,"Uluyol Border Post Helipad",35.92054,36.168173,,AS,Turkey,TR,"Hatay Province",TR-31,31,Uluyol,0,,,,,,,0,2021-11-14T18:37:44+00:00
44800,TR-0036,closed,"Ünye Airport",41.141201,37.209202,,AS,Turkey,TR,"Ordu Province",TR-52,52,Ünye,0,,,,,,,0,2021-10-14T20:41:02+00:00
355210,TR-0165,heliport,"İsPark Kısıklı Heliport Alanı",41.023192,29.056683,,AS,Turkey,TR,"İstanbul Province",TR-34,34,Üsküdar,0,,,,https://ispark.istanbul/,,,0,2022-06-27T16:06:04+00:00
338987,TR-0053,heliport,"Sultan Abdulhamid Hospital Helipad",41.00042,29.02056,,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Üsküdar, Istanbul",0,,,,,,,0,2021-01-10T02:04:28+00:00
338988,TR-0054,heliport,"Haydarpaşa Numune Training and Research Hospital Helipad",41.00535,29.02336,,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Üsküdar, Istanbul",0,,,,,,,0,2021-01-10T02:05:46+00:00
338989,TR-0055,heliport,"Selimiye 1st Army Command Branch Heliport",41.006532,29.0142,,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Üsküdar, Istanbul",0,,,,,,,0,2021-01-10T02:07:57+00:00
338990,TR-0056,heliport,"Çengelköy Heliport",41.05508,29.05583,,AS,Turkey,TR,"İstanbul Province",TR-34,34,"Üsküdar, Istanbul",0,,,,,,,0,2021-12-21T21:29:25+00:00
355284,TR-0206,heliport,"Kirikkale University Medical Faculty Hospital Heliport",39.869608,33.451769,,AS,Turkey,TR,"Kirikkale Province",TR-71,71,Yahşihan,0,,,,,,,0,2022-06-28T11:26:17+00:00
510076,TR-0222,heliport,"Yenidoğan Border Post Helipad",39.677538,44.474185,,AS,Turkey,TR,"Iğdır Province",TR-76,76,Yenidoğan,0,,,,,,,0,2023-07-08T18:18:31+00:00
355217,TR-0172,heliport,"Vizyon Heliport",39.958307,32.822816,855,AS,Turkey,TR,"Ankara Province",TR-06,06,Yenimahalle,0,,,,,,,0,2022-06-27T16:51:10+00:00
339006,TR-0069,heliport,"Adana 112 Heliport",37.00791,35.34182,,AS,Turkey,TR,"Adana Province",TR-01,01,Yüreğir,0,,,,,,,0,2021-01-10T09:23:50+00:00
339007,TR-0070,heliport,"Adana Sağlık Heliport",37.00712,35.34112,,AS,Turkey,TR,"Adana Province",TR-01,01,Yüreğir,0,,,,,,,0,2021-03-05T16:39:40+00:00
339008,TR-0071,heliport,"Adana City Training and Research Hospital",37.0299,35.34716,,AS,Turkey,TR,"Adana Province",TR-01,01,Yüreğir,0,,,,,,,0,2021-01-10T09:30:24+00:00
338981,TR-0047,heliport,"Zeytinburnu Pier Helipad",40.98072,28.89584,,EU,Turkey,TR,"İstanbul Province",TR-34,34,"Zeytinburnu, Istanbul",0,,,,,,,0,2022-02-24T10:30:41+00:00
349681,TR-0131,heliport,"Ziyaret Border Post Heliport",36.164833,36.368056,,AS,Turkey,TR,"Hatay Province",TR-31,31,"Ziyaret, Altınözü",0,,,,,,,0,2021-11-12T14:16:24+00:00
